text,label
rise of the planet of the apes action drama sci fi a substance designed to help the brain repair itself gives rise to a super intelligent chimp who leads an ape uprising,0
lights out horror rebecca must unlock the terror behind her little brother s experiences that once tested her sanity bringing her face to face with an entity attached to their mother,1
norman the moderate rise and tragic fall of a new york fixer drama thriller norman oppenheimer is a small time operator who befriends a young politician at a low point in his life three years later when the politician becomes an influential world leader norman s life dramatically changes for better and worse,0
birdman or the unexpected virtue of ignorance comedy drama romance illustrated upon the progress of his latest broadway play a former popular actor s struggle to cope with his current life as a wasted actor is shown,0
black swan drama thriller a committed dancer wins the lead role in a production of tchaikovsky s swan lake only to find herself struggling to maintain her sanity,0
dear white people comedy drama the lives of four black students at an ivy league college,1
nymphomaniac vol i drama a self diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating,0
teenage mutant ninja turtles out of the shadows action adventure comedy after facing shredder who has joined forces with mad scientist baxter stockman and henchmen bebop and rocksteady to take over the world the turtles must confront an even greater nemesis the notorious krang,0
knock knock drama horror thriller a devoted father helps two stranded young women who knock on his door but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse,1
dirty grandpa comedy right before his wedding an uptight guy is tricked into driving his grandfather a lecherous former army lieutenant colonel to florida for spring break,0
cloud atlas drama sci fi an exploration of how the actions of individual lives impact one another in the past present and future as one soul is shaped from a killer into a hero and an act of kindness ripples across centuries to inspire a revolution,1
x men origins wolverine action adventure sci fi a look at wolverine s early life in particular his time with the government squad team x and the impact it will have on his later years,0
satanic horror four friends on their way to coachella stop off in los angeles to tour true crime occult sites only to encounter a mysterious young runaway who puts them on a terrifying path to ultimate horror,1
skyfall action adventure thriller bond s loyalty to m is tested when her past comes back to haunt her whilst mi6 comes under attack 007 must track down and destroy the threat no matter how personal the cost,1
the hobbit an unexpected journey adventure fantasy a reluctant hobbit bilbo baggins sets out to the lonely mountain with a spirited group of dwarves to reclaim their mountain home and the gold within it from the dragon smaug,1
21 jump street action comedy crime a pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring,1
sing street comedy drama music a boy growing up in dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes,1
ballerina animation adventure comedy an orphan girl dreams of becoming a ballerina and flees her rural brittany for paris where she passes for someone else and accedes to the position of pupil at the grand opera house,0
oblivion action adventure mystery a veteran assigned to extract earth s remaining resources begins to question what he knows about his mission and himself,1
22 jump street action comedy crime after making their way through high school twice big changes are in store for officers schmidt and jenko when they go deep undercover at a local college,0
zodiac crime drama history in the late 1960s early 1970s a san francisco cartoonist becomes an amateur detective obsessed with tracking down the zodiac killer an unidentified individual who terrorizes northern california with a killing spree,0
everybody wants some comedy in 1980 a group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood,1
iron man three action adventure sci fi when tony stark s world is torn apart by a formidable terrorist called the mandarin he starts an odyssey of rebuilding and retribution,0
now you see me crime mystery thriller an fbi agent and an interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money,1
sherlock holmes action adventure crime detective sherlock holmes and his stalwart partner watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of england,0
death proof thriller two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his death proof cars to execute his murderous plans,1
the danish girl biography drama romance a fictitious love story loosely inspired by the lives of danish artists lili elbe and gerda wegener lili and gerda s marriage and work evolve as they navigate lili s groundbreaking journey as a transgender pioneer,0
hercules action adventure having endured his legendary twelve labors hercules the greek demigod has his life as a sword for hire tested when the king of thrace and his daughter seek his aid in defeating a tyrannical warlord,0
sucker punch action fantasy a young girl is institutionalized by her abusive stepfather retreating to an alternative reality as a coping strategy envisioning a plan to help her escape,0
keeping up with the joneses action comedy a suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies,0
jupiter ascending action adventure sci fi a young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of earth from an ancient and destructive industry,0
masterminds action comedy crime a guard at an armored car company in the southern u s organizes one of the biggest bank heists in american history based on the october 1997 loomis fargo robbery,0
iris thriller iris young wife of a businessman disappears in paris maybe a mechanic with many debts is involved in the strange affair a really complicated job for the police,0
busanhaeng action drama horror while a zombie virus breaks out in south korea passengers struggle to survive on the train from seoul to busan,0
pitch perfect comedy music romance beca a freshman at barden university is cajoled into joining the bellas her school s all girls singing group injecting some much needed energy into their repertoire the bellas take on their male rivals in a campus competition,1
neighbors 2 sorority rising comedy when their new next door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there mac and kelly team with their former enemy teddy to bring the girls down,0
the exception drama a german soldier tries to determine if the dutch resistance has planted a spy to infiltrate the home of kaiser wilhelm in holland during the onset of world war ii but falls for a young jewish dutch woman during his investigation,1
man of steel action adventure fantasy clark kent one of the last of an extinguished race disguised as an unremarkable human is forced to reveal his identity when earth is invaded by an army of survivors who threaten to bring the planet to the brink of destruction,0
the choice drama romance travis and gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life s most defining events,0
ice age collision course animation adventure comedy manny diego and sid join up with buck to fend off a meteor strike that would destroy the world,1
the devil wears prada comedy drama a smart but sensible new graduate lands a job as an assistant to miranda priestly the demanding editor in chief of a high fashion magazine,0
the infiltrator biography crime drama a u s customs official uncovers a money laundering scheme involving colombian drug lord pablo escobar,0
there will be blood drama history a story of family religion hatred oil and madness focusing on a turn of the century prospector in the early days of the business,1
the equalizer action crime thriller a man believes he has put his mysterious past behind him and has dedicated himself to beginning a new quiet life but when he meets a young girl under the control of ultra violent russian gangsters he can t stand idly by he has to help her,1
lone survivor action biography drama marcus luttrell and his team set out on a mission to capture or kill notorious taliban leader ahmad shah in late june 2005 marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare,1
the cabin in the woods horror five friends go for a break at a remote cabin where they get more than they bargained for discovering the truth behind the cabin in the woods,0
the house bunny comedy romance after playboy bunny shelley is kicked out of the playboy mansion she finds a job as the house mother for a sorority full of socially awkward girls,0
she s out of my league comedy romance an average joe meets the perfect woman but his lack of confidence and the influence of his friends and family begin to pick away at the relationship,1
inherent vice comedy crime drama in 1970 drug fueled los angeles private investigator larry doc sportello investigates the disappearance of a former girlfriend,0
alice through the looking glass adventure family fantasy alice returns to the whimsical world of wonderland and travels back in time to help the mad hatter,0
vincent n roxxy crime drama thriller a small town loner and a rebellious punk rocker unexpectedly fall in love as they are forced on the run and soon discover violence follows them everywhere,0
the fast and the furious tokyo drift action crime thriller a teenager becomes a major competitor in the world of drift racing after moving in with his father in tokyo to avoid a jail sentence in america,1
how to be single comedy romance a group of young adults navigate love and relationships in new york city,1
the blind side biography drama sport the story of michael oher a homeless and traumatized boy who became an all american football player and first round nfl draft pick with the help of a caring woman and her family,1
la vie d ad le drama romance ad le s life is changed when she meets emma a young woman with blue hair who will allow her to discover desire and to assert herself as a woman and as an adult in front of others ad le grows seeks herself loses herself and ultimately finds herself through love and loss,1
the babadook drama horror a single mother plagued by the violent death of her husband battles with her son s fear of a monster lurking in the house but soon discovers a sinister presence all around her,0
the hobbit the battle of the five armies adventure fantasy bilbo and company are forced to engage in a war against an array of combatants and keep the lonely mountain from falling into the hands of a rising darkness,0
harry potter and the order of the phoenix adventure family fantasy with their warning about lord voldemort s return scoffed at harry and dumbledore are targeted by the wizard authorities as an authoritarian bureaucrat slowly seizes power at hogwarts,0
snowpiercer action drama sci fi set in a future where a failed climate change experiment kills all life on the planet except for a lucky few who boarded the snowpiercer a train that travels around the globe where a class system emerges,0
the 5th wave action adventure sci fi four waves of increasingly deadly alien attacks have left most of earth decimated cassie is on the run desperately trying to save her younger brother,1
the stakelander action horror when his home of new eden is destroyed by a revitalized brotherhood and its new vamp leader martin finds himself alone in the badlands of america with only the distant memory of his mentor and legendary vampire hunter mister to guide him,0
the visit comedy horror thriller two siblings become increasingly frightened by their grandparents disturbing behavior while visiting them on vacation,1
fast five action crime thriller dominic toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful brazilian drug lord and a dangerous federal agent,0
step up crime drama music tyler gage receives the opportunity of a lifetime after vandalizing a performing arts school gaining him the chance to earn a scholarship and dance with an up and coming dancer nora,0
lovesong drama the relationship between two friends deepens during an impromptu road trip,0
rocknrolla action crime thriller in london a real estate scam puts millions of pounds up for grabs attracting some of the city s scrappiest tough guys and its more established underworld types all of whom are looking to get rich quick while the city s seasoned criminals vie for the cash an unexpected player a drugged out rock n roller presumed to be dead but very much alive has a multi million dollar prize fall into see full summary,1
in time action sci fi thriller in a future where people stop aging at 25 but are engineered to live only one more year having the means to buy your way out of the situation is a shot at immortal youth here will salas finds himself accused of murder and on the run with a hostage a connection that becomes an important part of the way against the system,1
the social network biography drama harvard student mark zuckerberg creates the social networking site that would become known as facebook but is later sued by two brothers who claimed he stole their idea and the co founder who was later squeezed out of the business,0
the last witch hunter action adventure fantasy the last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history,1
victor frankenstein drama horror sci fi told from igor s perspective we see the troubled young assistant s dark origins his redemptive friendship with the young medical student viktor von frankenstein and become eyewitnesses to the emergence of how frankenstein became the man and the legend we know today,0
a street cat named bob biography comedy drama based on the international best selling book the true feel good story of how james bowen a busker and recovering drug addict had his life transformed when he met a stray ginger cat,1
green room crime horror thriller a punk rock band is forced to fight for survival after witnessing a murder at a neo nazi skinhead bar,1
blackhat crime drama mystery a furloughed convict and his american and chinese partners hunt a high level cybercrime network from chicago to los angeles to hong kong to jakarta,1
storks animation adventure comedy storks have moved on from delivering babies to packages but when an order for a baby appears the best delivery stork must scramble to fix the error by delivering the baby,1
american sniper action biography drama navy s e a l sniper chris kyle s pinpoint accuracy saves countless lives on the battlefield and turns him into a legend back home to his wife and kids after four tours of duty however chris finds that it is the war he can t leave behind,0
dallas buyers club biography drama in 1985 dallas electrician and hustler ron woodroof works around the system to help aids patients get the medication they need after he is diagnosed with the disease,1
lincoln biography drama history as the war continues to rage america s president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves,1
rush action biography drama the merciless 1970s rivalry between formula one rivals james hunt and niki lauda,1
before i wake drama fantasy horror a young couple adopt an orphaned child whose dreams and nightmares manifest physically as he sleeps,1
silver linings playbook comedy drama romance after a stint in a mental institution former teacher pat solitano moves back in with his parents and tries to reconcile with his ex wife things get more challenging when pat meets tiffany a mysterious girl with problems of her own,0
tracktown drama sport a young talented and lonely long distance runner twists her ankle as she prepares for the olympic trials and must do something she s never done before take a day off,0
the fault in our stars drama romance two teenage cancer patients begin a life affirming journey to visit a reclusive author in amsterdam,1
blended comedy romance after a bad blind date a man and woman find themselves stuck together at a resort for families where their attraction grows as their respective kids benefit from the burgeoning relationship,1
fast furious action crime thriller brian o conner back working for the fbi in los angeles teams up with dominic toretto to bring down a heroin importer by infiltrating his operation,0
looper action crime drama in 2074 when the mob wants to get rid of someone the target is sent into the past where a hired gun awaits someone like joe who one day learns the mob wants to close the loop by sending back joe s future self for assassination,1
white house down action drama thriller while on a tour of the white house with his young daughter a capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders,0
pete s dragon adventure family fantasy the adventures of an orphaned boy named pete and his best friend elliot who just so happens to be a dragon,0
spider man 3 action adventure a strange black entity from another world bonds with peter parker and causes inner turmoil as he contends with new villains temptations and revenge,0
the three musketeers action adventure romance the hot headed young d artagnan along with three former legendary but now down on their luck musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the french throne and engulfing europe in war,0
stardust adventure family fantasy in a countryside town bordering on a magical land a young man makes a promise to his beloved that he ll retrieve a fallen star by venturing into the magical realm,1
american hustle crime drama a con man irving rosenfeld along with his seductive partner sydney prosser is forced to work for a wild fbi agent richie dimaso who pushes them into a world of jersey powerbrokers and mafia,0
jennifer s body comedy horror a newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates can her best friend put an end to the horror,0
midnight in paris comedy fantasy romance while on a trip to paris with his fianc e s family a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight,1
lady macbeth drama set in 19th century rural england young bride who has been sold into marriage to a middle aged man discovers an unstoppable desire within herself as she enters into an affair with a work on her estate,0
joy drama joy is the story of the title character who rose to become founder and matriarch of a powerful family business dynasty,1
the dressmaker comedy drama a glamorous woman returns to her small town in rural australia with her sewing machine and haute couture style she transforms the women and exacts sweet revenge on those who did her wrong,0
caf society comedy drama romance in the 1930s a bronx native moves to hollywood and falls in love with a young woman who is seeing a married man,1
insurgent adventure sci fi thriller beatrice prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side,1
seventh son action adventure fantasy when mother malkin the queen of evil witches escapes the pit she was imprisoned in by professional monster hunter spook decades ago and kills his apprentice he recruits young tom the seventh son of the seventh son to help him,1
demain tout commence comedy drama samuel parties hard in the marseille area of france and is awoken one morning by a woman carrying a baby she claims is his she drives off leaving him with a wailing infant he gives chase see full summary,0
the theory of everything biography drama romance a look at the relationship between the famous physicist stephen hawking and his wife,0
this is the end comedy fantasy while attending a party at james franco s house seth rogen jay baruchel and many other celebrities are faced with the biblical apocalypse,1
about time comedy drama fantasy at the age of 21 tim discovers he can travel in time and change what happens and has happened in his own life his decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think,1
step brothers comedy two aimless middle aged losers still living at home are forced against their will to become roommates when their parents marry,0
clown horror thriller a loving father finds a clown suit for his son s birthday party only to realize that it is not a suit at all,1
star trek into darkness action adventure sci fi after the crew of the enterprise find an unstoppable force of terror from within their own organization captain kirk leads a manhunt to a war zone world to capture a one man weapon of mass destruction,1
zombieland adventure comedy horror a shy student trying to reach his family in ohio a gun toting tough guy trying to find the last twinkie and a pair of sisters trying to get to an amusement park join forces to travel across a zombie filled america,1
hail caesar comedy mystery a hollywood fixer in the 1950s works to keep the studio s stars in line,1
slumdog millionaire drama a mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the indian version of who wants to be a millionaire,0
the twilight saga breaking dawn part 2 adventure drama fantasy after the birth of renesmee the cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the volturi,1
american wrestler the wizard drama sport in 1980 a teenage boy escapes the unrest in iran only to face more hostility in america due to the hostage crisis determined to fit in he joins the school s floundering wrestling team,1
the amazing spider man action adventure after peter parker is bitten by a genetically altered spider he gains newfound spider like powers and ventures out to solve the mystery of his parent s mysterious death,1
ben hur action adventure drama judah ben hur a prince falsely accused of treason by his adopted brother an officer in the roman army returns to his homeland after years at sea to seek revenge but finds redemption,1
sleight action drama sci fi a young street magician jacob latimore is left to care for his little sister after their parents passing and turns to illegal activities to keep a roof over their heads when he gets in see full summary,0
the maze runner action mystery sci fi thomas is deposited in a community of boys after his memory is erased soon learning they re all trapped in a maze that will require him to join forces with fellow runners for a shot at escape,0
criminal action crime drama in a last ditch effort to stop a diabolical plot a dead cia operative s memories secrets and skills are implanted into a death row inmate in hopes that he will complete the operative s mission,1
wanted action crime fantasy a frustrated office worker learns that he is the son of a professional assassin and that he shares his father s superhuman killing abilities,1
florence foster jenkins biography comedy drama the story of florence foster jenkins a new york heiress who dreamed of becoming an opera singer despite having a terrible singing voice,1
collide action crime thriller an american backpacker gets involved with a ring of drug smugglers as their driver though he winds up on the run from his employers across cologne high speed autobahn,1
black mass biography crime drama the true story of whitey bulger the brother of a state senator and the most infamous violent criminal in the history of south boston who became an fbi informant to take down a mafia family invading his turf,0
creed drama sport the former world heavyweight champion rocky balboa serves as a trainer and mentor to adonis johnson the son of his late friend and former rival apollo creed,1
swiss army man adventure comedy drama a hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home,1
the expendables 3 action adventure thriller barney augments his team with new blood for a personal battle to take down conrad stonebanks the expendables co founder and notorious arms trader who is hell bent on wiping out barney and every single one of his associates,1
what we do in the shadows comedy fantasy horror a documentary team films the lives of a group of vampires for a few months the vampires share a house in wellington new zealand turns out vampires have their own domestic problems too,0
southpaw drama sport boxer billy hope turns to trainer tick wills to help him get his life back on track after losing his wife in a tragic accident and his daughter to child protection services,0
hush horror thriller a deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window,0
bridge of spies drama history thriller during the cold war an american lawyer is recruited to defend an arrested soviet spy in court and then help the cia facilitate an exchange of the spy for the soviet captured american u2 spy plane pilot francis gary powers,1
the lego movie animation action adventure an ordinary lego construction worker thought to be the prophesied special is recruited to join a quest to stop an evil tyrant from gluing the lego universe into eternal stasis,0
everest action adventure drama the story of new zealand s robert rob edwin hall who on may 10 1996 together with scott fischer teamed up on a joint expedition to ascend mount everest,1
pixels action comedy family when aliens misinterpret video feeds of classic arcade games as a declaration of war they attack the earth in the form of the video games,0
robin hood action adventure drama in 12th century england robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power,1
the wolverine action adventure sci fi when wolverine is summoned to japan by an old acquaintance he is embroiled in a conflict that forces him to confront his own demons,0
john carter action adventure sci fi transported to barsoom a civil war vet discovers a barren planet seemingly inhabited by 12 foot tall barbarians finding himself prisoner of these creatures he escapes only to encounter woola and a princess in desperate need of a savior,0
keanu action comedy when an l a drug kingpin s kitten unexpectedly enters the life of two cousins they will have to go through gangs hitmen and drug dealers who claim him in order to get him back,0
the gunman action crime drama a sniper on a mercenary assassination team kills the minister of mines of the congo terrier s successful kill shot forces him into hiding returning to the congo years later he becomes the target of a hit squad himself,0
steve jobs biography drama steve jobs takes us behind the scenes of the digital revolution to paint a portrait of the man at its epicenter the story unfolds backstage at three iconic product launches ending in 1998 with the unveiling of the imac,0
whisky galore comedy romance scottish islanders try to plunder cases of whisky from a stranded ship,0
grown ups 2 comedy after moving his family back to his hometown to be with his friends and their kids lenny finds out that between old bullies new bullies schizo bus drivers drunk cops on skis and 400 costumed party crashers sometimes crazy follows you,1
the age of adaline drama fantasy romance a young woman born at the turn of the 20th century is rendered ageless after an accident after many solitary years she meets a man who complicates the eternal life she has settled into,0
the incredible hulk action adventure sci fi bruce banner a scientist on the run from the u s government must find a cure for the monster he emerges whenever he loses his temper,1
couples retreat comedy a comedy centered around four couples who settle into a tropical island resort for a vacation while one of the couples is there to work on the marriage the others fail to realize that participation in the resort s therapy sessions is not optional,0
absolutely anything comedy sci fi a group of eccentric aliens confer a human being with the power to do absolutely anything as an experiment,1
magic mike comedy drama a male stripper teaches a younger performer how to party pick up women and make easy money,1
minions animation action adventure minions stuart kevin and bob are recruited by scarlet overkill a super villain who alongside her inventor husband herb hatches a plot to take over the world,0
the black room horror paul and jennifer hemdale have just moved into their dream house but their happy marriage is about to be put to the test as they slowly discover the secret behind the black room in the see full summary,0
bronson action biography crime a young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement during this time his own personality is supplanted by his alter ego charles bronson,1
despicable me animation adventure comedy when a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme he finds their love is profoundly changing him for the better,0
the best of me drama romance a pair of former high school sweethearts reunite after many years when they return to visit their small hometown,0
the invitation drama mystery thriller while attending a dinner party at his former home a man thinks his ex wife and her new husband have sinister intentions for their guests,1
zero dark thirty drama history thriller a chronicle of the decade long hunt for al qaeda terrorist leader osama bin laden after the september 2001 attacks and his death at the hands of the navy s e a l s team 6 in may 2011,1
tangled animation adventure comedy the magically long haired rapunzel has spent her entire life in a tower but now that a runaway thief has stumbled upon her she is about to discover the world for the first time and who she really is,0
the hunger games mockingjay part 2 action adventure sci fi as the war of panem escalates to the destruction of other districts katniss everdeen the reluctant leader of the rebellion must bring together an army against president snow while all she holds dear hangs in the balance,1
vacation adventure comedy rusty griswold takes his own family on a road trip to walley world in order to spice things up with his wife and reconnect with his sons,1
taken action thriller a retired cia agent travels across europe and relies on his old skills to save his estranged daughter who has been kidnapped while on a trip to paris,0
pitch perfect 2 comedy music after a humiliating command performance at the kennedy center the barden bellas enter an international competition that no american group has ever won in order to regain their status and right to perform,1
monsters university animation adventure comedy a look at the relationship between mike and sulley during their days at monsters university when they weren t necessarily the best of friends,1
elle crime drama thriller a successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her,0
mechanic resurrection action adventure crime arthur bishop thought he had put his murderous past behind him until his most formidable foe kidnaps the love of his life now he is forced to travel the globe to complete three impossible assassinations and do what he does best make them look like accidents,1
tusk comedy drama horror when podcaster wallace bryton goes missing in the backwoods of manitoba while interviewing a mysterious seafarer named howard howe his best friend teddy and girlfriend allison team with an ex cop to look for him,1
the headhunter s calling drama a headhunter whose life revolves around closing deals in a a survival of the fittest boiler room battles his top rival for control of their job placement company his dream of owning the company clashing with the needs of his family,1
atonement drama mystery romance fledgling writer briony tallis as a thirteen year old irrevocably changes the course of several lives when she accuses her older sister s lover of a crime he did not commit,1
harry potter and the deathly hallows part 1 adventure family fantasy as harry races against time and evil to destroy the horcruxes he uncovers the existence of three most powerful objects in the wizarding world the deathly hallows,1
shame drama a man s carefully cultivated private life is disrupted when his sister arrives for an indefinite stay,0
hanna action drama thriller a sixteen year old girl who was raised by her father to be the perfect assassin is dispatched on a mission across europe tracked by a ruthless intelligence agent and her operatives,1
the babysitters drama a teenager turns her babysitting service into a call girl service for married guys after fooling around with one of her customers,0
pride and prejudice and zombies action horror romance five sisters in 19th century england must cope with the pressures to marry while protecting themselves from a growing population of zombies,0
300 rise of an empire action drama fantasy greek general themistokles leads the charge against invading persian forces led by mortal turned god xerxes and artemisia vengeful commander of the persian navy,0
london has fallen action crime drama in london for the prime minister s funeral mike banning discovers a plot to assassinate all the attending world leaders,1
the curious case of benjamin button drama fantasy romance tells the story of benjamin button a man who starts aging backwards with bizarre consequences,0
sin city a dame to kill for action crime thriller some of sin city s most hard boiled citizens cross paths with a few of its more reviled inhabitants,0
the bourne ultimatum action mystery thriller jason bourne dodges a ruthless cia official and his agents from a new assassination program while searching for the origins of his life as a trained killer,1
srpski film horror mystery thriller an aging porn star agrees to participate in an art film in order to make a clean break from the business only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film,0
the purge election year action horror sci fi former police sergeant barnes becomes head of security for senator charlie roan a presidential candidate targeted for death on purge night due to her vow to eliminate the purge,0
3 idiots comedy drama two friends are searching for their long lost companion they revisit their college days and recall the memories of their friend who inspired them to think differently even as the rest of the world called them idiots,0
zoolander 2 comedy derek and hansel are lured into modeling again in rome where they find themselves the target of a sinister conspiracy,1
world war z action adventure horror former united nations employee gerry lane traverses the world in a race against time to stop the zombie pandemic that is toppling armies and governments and threatening to destroy humanity itself,0
mission impossible ghost protocol action adventure thriller the imf is shut down when it s implicated in the bombing of the kremlin causing ethan hunt and his new team to go rogue to clear their organization s name,1
let me make you a martyr action crime drama a cerebral revenge film about two adopted siblings who fall in love and hatch a plan to kill their abusive father,0
filth comedy crime drama a corrupt junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own borderline fueled inner demons,1
the longest ride drama romance the lives of a young couple intertwine with a much older man as he reflects back on a past love,1
the imposible drama thriller the story of a tourist family in thailand caught in the destruction and chaotic aftermath of the 2004 indian ocean tsunami,0
kick ass 2 action comedy crime following kick ass heroics other citizens are inspired to become masked crusaders but the red mist leads his own group of evil supervillains to kill kick ass and destroy everything for which he stands,0
folk hero funny guy comedy a successful singer songwriter hatches a plan to help his friend s struggling comedy career and broken love life by hiring him as his opening act on his solo tour,0
oz the great and powerful adventure family fantasy a frustrated circus magician from kansas is transported to a magical land called oz where he will have to fulfill a prophecy to become the king and release the land from the wicked witches using his great but fake powers,0
brooklyn drama romance an irish immigrant lands in 1950s brooklyn where she quickly falls into a romance with a local when her past catches up with her however she must choose between two countries and the lives that exist within,0
coraline animation family fantasy an adventurous girl finds another world that is a strangely idealized version of her frustrating home but it has sinister secrets,0
blue valentine drama romance the relationship of a contemporary married couple charting their evolution over a span of years by cross cutting between time periods,1
the thinning thriller the thinning takes place in a post apocalyptic future where population control is dictated by a high school aptitude test when two students logan paul and peyton list discover the test see full summary,0
silent hill adventure horror mystery a woman rose goes in search for her adopted daughter within the confines of a strange desolate town called silent hill,0
dredd action sci fi in a violent futuristic city where the police have the authority to act as judge jury and executioner a cop teams with a trainee to take down a gang that deals the reality altering drug slo mo,1
hunt for the wilderpeople adventure comedy drama a national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild new zealand bush,1
big hero 6 animation action adventure the special bond that develops between plus sized inflatable robot baymax and prodigy hiro hamada who team up with a group of friends to form a band of high tech heroes,1
carrie drama horror a shy girl outcasted by her peers and sheltered by her religious mother unleashes telekinetic terror on her small town after being pushed too far at her senior prom,1
iron man 2 action adventure sci fi with the world now aware of his identity as iron man tony stark must contend with both his declining health and a vengeful mad man with ties to his father s legacy,1
demolition comedy drama a successful investment banker struggles after losing his wife in a tragic car crash with the help of a customer service rep and her young son he starts to rebuild beginning with the demolition of the life he once knew,1
pandorum action horror mystery a pair of crew members aboard a spaceship wake up with no knowledge of their mission or their identities,0
olympus has fallen action thriller disgraced secret service agent and former presidential guard mike banning finds himself trapped inside the white house in the wake of a terrorist attack using his inside knowledge banning works with national security to rescue the president from his kidnappers,0
i am number four action adventure sci fi aliens and their guardians are hiding on earth from intergalactic bounty hunters they can only be killed in numerical order and number four is next on the list this is his story,1
jagten drama a teacher lives a lonely life all the while struggling over his son s custody his life slowly gets better as he finds love and receives good news from his son but his new luck is about to be brutally shattered by an innocent little lie,1
the proposal comedy drama romance a pushy boss forces her young assistant to marry her in order to keep her visa status in the u s and avoid deportation to canada,1
get hard comedy crime when millionaire james king is jailed for fraud and bound for san quentin he turns to darnell lewis to prep him to go behind bars,0
just go with it comedy romance on a weekend trip to hawaii a plastic surgeon convinces his loyal assistant to pose as his soon to be divorced wife in order to cover up a careless lie he told to his much younger girlfriend,0
revolutionary road drama romance a young couple living in a connecticut suburb during the mid 1950s struggle to come to terms with their personal problems while trying to raise their two children,0
the town crime drama thriller as he plans his next job a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists as well as the fbi agent looking to bring him and his crew down,0
the boy horror mystery thriller an american nanny is shocked that her new english family s boy is actually a life sized doll after she violates a list of strict rules disturbing events make her believe that the doll is really alive,0
denial biography drama acclaimed writer and historian deborah e lipstadt must battle for historical truth to prove the holocaust actually occurred when david irving a renowned denier sues her for libel,0
predestination drama mystery sci fi for his final assignment a top temporal agent must pursue the one criminal that has eluded him throughout time the chase turns into a unique surprising and mind bending exploration of love fate identity and time travel taboos,0
goosebumps adventure comedy family a teenager teams up with the daughter of young adult horror author r l stine after the writer s imaginary demons are set free on the town of madison delaware,1
sherlock holmes a game of shadows action adventure crime sherlock holmes and his sidekick dr watson join forces to outwit and bring down their fiercest adversary professor moriarty,1
salt action crime mystery a cia agent goes on the run after a defector accuses her of being a russian spy,0
enemy mystery thriller a man seeks out his exact look alike after spotting him in a movie,0
district 9 action sci fi thriller an extraterrestrial race forced to live in slum like conditions on earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology,1
the other guys action comedy crime two mismatched new york city detectives seize an opportunity to step up like the city s top cops whom they idolize only things don t quite go as planned,0
american gangster biography crime drama in 1970s america a detective works to bring down the drug empire of frank lucas a heroin kingpin from manhattan who is smuggling the drug into the country from the far east,1
marie antoinette biography drama history the retelling of france s iconic but ill fated queen marie antoinette from her betrothal and marriage to louis xvi at 15 to her reign as queen at 19 and to the end of her reign as queen and ultimately the fall of versailles,1
2012 action adventure sci fi a frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind,1
harry potter and the half blood prince adventure family fantasy as harry potter begins his sixth year at hogwarts he discovers an old book marked as the property of the half blood prince and begins to learn more about lord voldemort s dark past,1
argo biography drama history acting under the cover of a hollywood producer scouting a location for a science fiction film a cia agent launches a dangerous operation to rescue six americans in tehran during the u s hostage crisis in iran in 1980,0
eddie the eagle biography comedy drama the story of eddie edwards the notoriously tenacious british underdog ski jumper who charmed the world at the 1988 winter olympics,0
